10000 20000
3304 6163 93847318 
3307 5678 701582 
3308 7588 40012652 
3308 8780 41826277 
3309 5202 88208416 
3309 3513 33348417 
3310 6512 17062112 
3310 5136 92573498 
3310 6713 69756576 
3310 4686 85947122 
3311 5432 433163 
3311 5616 27461195 
3311 9783 22135290 
3313 4300 45034392 
3313 5515 53511458 
3313 5875 96035778 
3313 4800 17203886 
3313 9812 52366741 
3314 6989 15681566 
3315 9794 4770544 
3315 7815 22800178 
3315 3720 27633371 
3316 8101 79184152 
3316 4552 4515415 
3317 6253 37595665 
3318 9770 88208883 
3318 5971 1453217 
3318 5440 98841861 
3318 3570 79497549 
3319 9014 17825622 
3319 6301 7308605 
3319 8458 77752984 
3319 3974 39054921 
3321 9675 18379702 
3322 8908 29264609 
3323 4472 20126560 
3323 3703 65922011 
3323 8024 82711079 
3324 8969 34499231 
3324 8105 12802158 
3325 9846 4819684 
3325 7879 57026452 
3325 5044 42355257 
3326 9769 9135230 
3326 9372 93347573 
3327 7691 4390897 
3327 9731 24281221 
3327 4554 34421901 
3327 9362 16781500 
3328 3332 64799548 
3329 6267 24693437 
3329 8292 52348757 
3329 9664 77854878 
3330 6852 2427662 
3331 8482 18931188 
3331 4102 66841559 
3332 7577 67328707 
3332 8671 41771530 
3333 9879 41919275 
3334 5036 83431798 
3334 5006 30442839 
3334 4066 99913981 
3335 8135 89568775 
3336 6877 65513836 
3336 4361 47332982 
3337 6298 40235369 
3338 6589 39556324 
3338 5884 80709964 
3338 5315 23438315 
3339 4574 58820567 
3340 5370 36096683 
3340 5878 23774440 
3340 7047 47157043 
3341 9508 80745166 
3341 6358 11478780 
3342 9280 73211552 
3342 3765 65637219 
3342 6117 6107758 
3342 6456 63387870 
3343 7515 85462691 
3343 6985 35052072 
3343 7910 34034817 
3343 9362 70723968 
3344 8921 99913128 
3344 4972 4799206 
3344 7593 4916882 
3344 5191 93908190 
3344 7997 73572345 
3345 4262 10877383 
3346 5164 54548308 
3346 3566 64485613 
3346 4123 90078681 
3347 5494 3226069 
3347 4950 32724303 
3348 6086 16834207 
3348 4867 43509266 
3348 4545 84610518 
3348 4526 33837805 
3349 3977 16297405 
3350 7824 1486602 
3350 6152 25566378 
3350 6300 21586443 
3351 6761 29838270 
3351 4830 87628785 
3351 6262 61700838 
3351 7817 63402434 
3351 5642 77071835 
3352 5305 58455408 
3352 6414 36612814 
3352 7588 88119888 
3353 7656 17575221 
3353 7065 44996209 
3353 3696 27409927 
3353 4224 155326 
3353 5523 72593558 
3353 8705 19178855 
3354 3987 77224764 
3354 4950 22235818 
3354 9600 33174924 
3354 7413 44212497 
3355 7661 18788860 
3355 4588 84512564 
3355 4974 44357541 
3355 7097 37513055 
3355 9871 78466958 
3356 6585 97666669 
3356 6441 43023793 
3356 6457 28750511 
3356 3915 36671950 
3356 4380 85799417 
3357 4344 39659325 
3357 3833 93011666 
3358 4945 66319915 
3358 3419 50723394 
3358 6709 67392032 
3358 5682 77612941 
3359 7166 58095675 
3360 7601 75663117 
3360 4058 68022483 
3361 6571 17390244 
3362 7034 55364109 
3362 8639 14043685 
3363 9197 75716067 
3363 5021 44123814 
3365 8205 10770936 
3366 3699 60604172 
3366 7545 14301218 
3366 6662 23894329 
3367 5238 57288664 
3367 9720 25950586 
3367 5771 81745282 
3368 4967 99144405 
3368 7779 27996584 
3368 3544 80995791 
3368 7273 46844975 
3369 5821 26045854 
3369 4913 23959019 
3369 8879 18515400 
3369 9169 98310345 
3370 9281 91851922 
3370 7662 49064826 
3371 8020 82942263 
3371 6128 41801528 
3372 6334 76709440 
3373 9760 60804438 
3373 6968 61171054 
3373 5152 7651694 
3373 7663 88594801 
3374 4192 77796420 
3374 3484 70685292 
3374 4407 35867791 
3374 6044 55053937 
3374 9371 67522257 
3374 6483 15976355 
3375 3954 13645821 
3375 8523 82514100 
3375 5347 81950024 
3376 5198 9581492 
3376 4971 41847233 
3377 6154 65659979 
3377 9416 61720255 
3377 5390 48524866 
3377 8143 86242165 
3377 4535 49330739 
3378 5208 39480227 
3378 6245 9663159 
3378 5591 13400707 
3378 7156 20993123 
3378 5647 37819408 
3378 4466 49560969 
3379 5922 2569561 
3379 4947 36361467 
3379 4614 88884771 
3380 5670 96496060 
3381 3718 52784332 
3382 4603 15666894 
3383 5123 62391452 
3383 9344 23644474 
3383 8296 74225339 
3383 6527 5246694 
3383 4604 91052917 
3383 8731 91322633 
3384 7607 97556893 
3384 7960 48687739 
3384 7026 55923076 
3384 9525 59593084 
3385 9063 92653730 
3385 8308 3486843 
3385 8324 58646534 
3386 3387 9625884 
3386 6789 64712280 
3386 8256 22670910 
3387 6502 10455382 
3387 9629 74776635 
3387 9574 50547103 
3387 5780 52021871 
3388 7848 12196962 
3388 8095 2717664 
3388 3629 15994191 
3389 5720 73044785 
3390 3889 13704846 
3390 5289 45769045 
3390 7406 76560218 
3391 7063 93025924 
3392 7733 92038674 
3392 9024 19109295 
3392 8128 25168202 
3392 7380 35387158 
3393 4976 35348661 
3393 9991 20500453 
3393 7117 88176250 
3393 6145 26128081 
3393 9755 12077656 
3394 5644 60010243 
3394 4508 85477023 
3394 4690 91234603 
3394 3933 110882 
3394 8620 58080535 
3394 3668 66686826 
3394 5579 31296464 
3395 5543 64682230 
3395 8603 35050838 
3395 4242 44303356 
3395 8661 97735138 
3396 4417 3460087 
3396 5415 16152511 
3396 7453 53910266 
3397 4476 68786730 
3397 6305 61892420 
3398 4284 89878582 
3398 8310 34129481 
3398 6226 82909045 
3399 9007 60956159 
3400 5178 51590348 
3401 6125 59373323 
3401 9273 31275791 
3401 5324 62874759 
3401 4749 66658016 
3402 3556 69909666 
3402 4034 33309773 
3402 5446 93525596 
3402 3951 35199576 
3402 8034 35687116 
3403 3713 75481277 
3403 9162 76647492 
3404 9589 72579279 
3404 9658 81392686 
3405 6432 158818 
3405 6478 64819282 
3405 4855 50135232 
3406 7969 37148468 
3407 4493 72489555 
3407 6058 65907872 
3407 4899 80272087 
3408 6289 83034601 
3408 5198 4578479 
3409 4079 81249474 
3409 5102 23613485 
3410 7337 32745429 
3410 6793 16008103 
3411 8031 48918438 
3411 7471 14485525 
3411 3434 14347255 
3413 6841 50477260 
3414 8466 72849227 
3414 9562 32492607 
3414 4025 39234669 
3415 7225 99883151 
3415 5675 29210256 
3415 6017 33261390 
3415 8920 33911657 
3416 5625 20010893 
3416 4300 84544951 
3416 8245 50977292 
3416 5543 5309524 
3416 3790 99242949 
3417 4942 60128016 
3417 5822 52835230 
3417 6729 48731243 
3418 5912 12104787 
3418 3726 10944711 
3418 8070 75533527 
3418 4197 88292271 
3418 3917 1642253 
3420 9382 32151808 
3420 6151 61566930 
3420 8744 14201780 
3420 4441 78898221 
3421 8190 70780753 
3421 8905 75694385 
3421 3912 71675207 
3421 3871 23546976 
3421 6620 48148145 
3422 8493 33517325 
3422 9377 80868597 
3422 3441 46997552 
3423 3679 50476998 
3423 4918 99277717 
3424 4440 7134015 
3424 9939 52683031 
3424 8730 16458544 
3425 8042 45507260 
3425 4364 36324725 
3425 9839 84156189 
3425 9854 72019565 
3425 6642 74506520 
3426 5840 30444678 
3426 8777 10793193 
3427 5573 72750844 
3428 4316 30877932 
3428 4949 38970467 
3429 8141 45277461 
3429 9817 85012197 
3429 5447 63311468 
3430 8672 84103132 
3430 7956 49290082 
3431 5875 34686812 
3431 8856 13525039 
3432 6684 23196244 
3432 7795 38274500 
3432 8788 21561239 
3433 8589 63733492 
3433 5995 12632953 
3433 3844 60596765 
3433 7814 90175505 
3434 6020 25142447 
3434 7548 47622077 
3434 5825 70146366 
3434 8163 38784231 
3435 4967 67539916 
3435 4928 86925522 
3435 5109 23248569 
3435 6702 32457299 
3436 8811 17164599 
3436 5491 94428038 
3436 4487 67819247 
3436 3523 71952048 
3436 5512 25385585 
3436 8368 43646159 
3436 7230 21985873 
3437 9730 37929366 
3437 3868 16704417 
3437 6752 49256095 
3438 4054 19883605 
3438 5846 98424279 
3438 5129 95629384 
3438 8214 53814525 
3439 3692 75978687 
3440 3904 70628382 
3440 9909 35505886 
3440 6095 79238752 
3441 9931 73624277 
3441 5859 99895574 
3441 9677 58243279 
3442 8072 99096577 
3442 4637 31027963 
3444 5935 27480499 
3444 9680 66807694 
3445 5958 51475051 
3445 7202 60421833 
3445 3825 91184960 
3445 6412 65513049 
3446 9502 58512260 
3446 8169 41009875 
3446 5517 3991263 
3446 6262 16768171 
3447 4845 46158069 
3447 4223 55673231 
3448 4947 2207966 
3448 7439 21386428 
3448 8653 12071171 
3448 4882 56470849 
3448 5592 39112264 
3448 6920 9444559 
3449 8436 45199910 
3450 6467 29225135 
3451 5390 5191618 
3451 5180 45980439 
3451 6201 16992261 
3451 5260 16608089 
3452 5832 84773159 
3452 8569 70424648 
3453 5547 49268246 
3453 6004 91551745 
3454 4825 37841239 
3454 7704 68097478 
3455 6202 55641058 
3455 6877 4515446 
3455 9538 63866122 
3455 8684 73248420 
3456 8773 54133544 
3456 8627 38492390 
3456 8961 39585515 
3456 4354 86215397 
3457 9743 19385804 
3457 8924 70111357 
3457 6255 6081487 
3457 6871 2157385 
3458 6586 63495625 
3458 3610 87957560 
3458 6642 12961902 
3459 8650 73305130 
3459 8127 62849686 
3460 8087 34639031 
3460 4465 24707453 
3460 3661 49020759 
3461 8955 24970945 
3461 7446 89233004 
3462 9119 34488910 
3462 9582 50929595 
3463 8451 26281947 
3464 7407 16010096 
3466 3861 56626271 
3466 9960 87666958 
3466 8196 40818168 
3467 4134 16191575 
3467 4491 92472350 
3467 9532 93705664 
3468 6076 65879335 
3468 7971 53777539 
3468 9939 25445625 
3468 3554 5874998 
3469 3618 89103932 
3469 4714 2542930 
3469 8893 54743386 
3469 8894 80833851 
3470 9782 73455588 
3470 7174 70402492 
3470 8729 51777310 
3471 6813 53189515 
3471 5699 99300057 
3471 7683 23715213 
3471 7965 51493807 
3471 9302 59184981 
3472 5217 83865452 
3472 4393 32290020 
3474 5723 6172947 
3474 7994 80955040 
3474 7510 84650790 
3474 4584 89014869 
3474 7402 93536140 
3474 5057 96658330 
3474 5401 92774605 
3475 4320 27423817 
3475 7978 40219006 
3475 4552 47304926 
3475 8920 72992014 
3475 5252 92680919 
3476 9119 80809908 
3476 4128 2747515 
3476 8024 20011696 
3476 6510 79587936 
3477 7565 82246585 
3478 6693 84181479 
3478 5103 67874927 
3478 6700 22116738 
3479 7108 96472433 
3479 3760 49665251 
3479 4130 58874525 
3479 7255 71200906 
3479 8995 85334050 
3480 8056 85277536 
3480 4258 82594903 
3480 4889 55083532 
3480 5226 19996046 
3481 6624 67682450 
3481 3910 91783781 
3482 6313 55386442 
3482 5067 82452722 
3482 5516 54767581 
3483 8129 80592849 
3483 8809 41975807 
3484 6715 81632945 
3484 4728 438520 
3484 5478 5838711 
3486 5703 31071473 
3486 3838 81520448 
3486 7104 5592114 
3487 6102 73893230 
3487 7111 69594593 
3487 5357 86136467 
3487 6891 13081886 
3488 6996 71662134 
3489 7810 55963493 
3492 5585 71857968 
3492 8610 90542605 
3492 7890 81779421 
3492 4343 57152334 
3493 7590 79772310 
3493 7509 23331238 
3493 9638 99536970 
3493 9584 34273952 
3494 5374 14966815 
3495 9949 7008152 
3495 9931 12284672 
3495 4101 41763843 
3496 3865 51111178 
3497 8505 42670149 
3497 4032 96087361 
3497 8870 72333436 
3498 3623 4455570 
3498 9703 89120407 
3498 8893 36980128 
3498 9653 97980994 
3499 8844 20698509 
3499 3878 13344301 
3499 5549 6889837 
3499 8565 48994753 
3500 4327 80685013 
3500 9428 27503758 
3500 7439 19190719 
3501 3983 96836139 
3501 9635 23007143 
3501 4588 62299914 
3502 5364 74424546 
3502 8139 16782632 
3502 7211 68505378 
3503 6934 18531033 
3503 4175 98503335 
3503 9252 33124909 
3504 9700 36362509 
3504 4588 64637646 
3504 6544 62134481 
3505 5945 27679809 
3505 8502 57625339 
3505 9536 83156086 
3505 7671 21541861 
3506 9786 15120020 
3507 3788 52551025 
3507 5304 90996837 
3508 4069 52879607 
3508 8128 91990312 
3508 6584 74178445 
3509 6824 13384689 
3509 5197 90918382 
3510 6581 24991572 
3511 7910 985262 
3511 8791 31699038 
3511 5146 61301134 
3511 5663 78021863 
3511 8775 15543554 
3512 9123 68693869 
3512 3530 98531910 
3513 7380 74362158 
3513 9983 67195948 
3514 7229 75759771 
3514 6723 97355330 
3514 6347 45506029 
3514 6480 7049955 
3515 7926 32740636 
3515 7019 82089044 
3515 8965 26289559 
3516 7830 5214621 
3516 6315 25431734 
3516 6432 67891653 
3516 9255 47983946 
3516 9148 70134151 
3516 7815 98845750 
3517 9034 32829345 
3518 4995 68271113 
3519 7504 36048809 
3519 9343 32409897 
3519 3690 67721493 
3519 8509 78672104 
3519 6146 55375516 
3520 7613 83226147 
3520 5562 71395153 
3521 6620 81747710 
3521 5168 26848927 
3522 6759 72234972 
3522 7223 43232341 
3522 4878 96676637 
3523 8673 26284714 
3523 9947 22877691 
3523 3925 85278806 
3523 3850 93726290 
3523 9961 99668864 
3523 3627 38304610 
3524 6530 58263723 
3525 8339 14471579 
3525 9996 30926507 
3525 7249 13933303 
3525 5540 86334996 
3525 5132 13799449 
3526 4253 21282286 
3526 4478 78379907 
3526 7716 65658610 
3527 4737 26712116 
3528 6645 95958296 
3529 4516 73939867 
3529 4586 70625384 
3530 6863 54942724 
3531 9202 41597344 
3531 9407 83971043 
3531 3810 10206514 
3532 7943 67013903 
3533 8426 2725816 
3533 8382 30480820 
3533 8277 63110595 
3534 9504 72093084 
3534 7491 86057020 
3535 8127 68264099 
3535 8439 3608765 
3535 5788 59600013 
3536 8256 66664923 
3537 7713 97863893 
3537 4959 2170336 
3537 6964 39736134 
3537 5127 73426450 
3537 5445 42905730 
3538 8115 87608906 
3538 5967 24798247 
3540 9460 30775828 
3540 3719 49701522 
3540 9678 93326699 
3541 7857 89973195 
3542 7036 34937518 
3542 6728 40389118 
3543 9342 9621361 
3543 9520 46129842 
3543 9068 28245094 
3543 8506 14067988 
3545 4240 93762289 
3545 9032 46510768 
3545 9069 61695898 
3546 9634 77029318 
3546 4099 55567763 
3548 6109 88986612 
3548 3968 77506362 
3548 4591 15698561 
3550 9982 51449051 
3550 8470 36959347 
3552 9749 53426936 
3553 7792 3134847 
3553 9817 73527920 
3554 8556 16394513 
3555 5797 66199952 
3555 6641 57453426 
3556 7849 47019695 
3557 5317 15036425 
3558 4584 85261019 
3560 9512 18843901 
3560 7420 28588478 
3561 9325 40582755 
3561 6772 16087657 
3561 5918 51836180 
3561 4128 51665000 
3562 4682 37418728 
3562 8570 47046605 
3563 5958 85998377 
3564 4193 51021915 
3564 9852 79709783 
3564 7719 75552610 
3565 9560 68720821 
3565 7895 1064393 
3565 3680 19346942 
3566 9162 73594882 
3566 5837 14852221 
3566 8618 31840529 
3566 8566 50136708 
3566 7829 22350474 
3567 6705 79399553 
3567 9904 75320405 
3567 8098 37929483 
3568 7126 57597106 
3568 8087 58580651 
3568 7771 97619142 
3569 7321 68378813 
3569 4586 6717547 
3569 6342 29453523 
3570 5026 58771821 
3570 6925 91364497 
3571 4149 18872709 
3572 9578 52269533 
3573 7978 11079973 
3573 5750 40384076 
3574 3938 18858994 
3574 8617 90549403 
3575 9842 86295329 
3575 5429 77219550 
3575 6112 85796341 
3576 3769 58712796 
3578 9035 51606835 
3578 6291 55115679 
3578 4120 9828934 
3578 7366 33649307 
3579 5768 57497322 
3579 6734 59653808 
3579 8770 88149131 
3579 6822 52152594 
3580 5458 64223853 
3580 5032 71934475 
3580 8691 26071177 
3580 8847 12515764 
3581 4684 80581839 
3581 5115 68089453 
3581 7606 91627815 
3582 6927 34719344 
3582 6484 6766917 
3583 3628 29814239 
3583 4362 41152800 
3583 4147 20456180 
3583 7481 8369816 
3583 7770 65210303 
3584 8447 26842945 
3585 4222 34486072 
3585 8144 97829420 
3585 9714 72924943 
3585 3650 80675436 
3586 4235 90579127 
3586 6253 68040086 
3586 7017 80553454 
3587 6814 44588277 
3588 5336 31148875 
3588 9533 59036542 
3589 9948 51987231 
3589 8590 63848799 
3589 4963 5239048 
3589 4975 6508290 
3589 9013 91500825 
3589 8746 14460829 
3590 7552 44298490 
3590 4699 17031120 
3590 8807 55954237 
3591 8341 2912450 
3591 8994 97746438 
3591 5590 60861473 
3592 8402 68025026 
3592 5717 81668070 
3592 5793 42094710 
3592 7572 42391825 
3592 5287 58585024 
3592 9306 85381427 
3592 9122 7409847 
3592 4143 19849370 
3592 6851 46947322 
3593 5234 63018840 
3593 9364 98600493 
3594 5761 28191806 
3595 5990 36152838 
3595 9295 39621710 
3595 7896 71309188 
3595 4172 88617906 
3596 9542 18267770 
3596 5608 10495257 
3596 8867 53037486 
3597 7486 19758370 
3597 9374 31302353 
3598 4031 22890729 
3598 6551 13751669 
3599 9162 37591483 
3599 9677 1156718 
3601 4405 58835848 
3601 4258 18520055 
3601 6822 96720508 
3602 9636 10034683 
3602 9739 10968085 
3602 7206 81261755 
3604 7474 68281629 
3604 6513 30000823 
3605 9712 53110956 
3605 9421 48554322 
3606 8665 10173168 
3606 7321 13098943 
3607 5157 10705115 
3607 9766 16260085 
3607 5061 88551948 
3607 5545 86326760 
3608 9203 41010248 
3608 7695 10411419 
3608 3889 46607597 
3609 9262 45919955 
3610 6843 27189357 
3611 4134 80365900 
3611 9985 64841439 
3611 9080 88197768 
3611 7972 80942747 
3611 6395 84894688 
3611 4371 42869727 
3611 4776 35593968 
3612 4167 78893636 
3612 8327 11425076 
3612 9060 1118383 
3612 6015 50181288 
3613 5236 65071298 
3613 9250 35467134 
3613 7165 80098272 
3613 9428 96976231 
3614 8957 83385277 
3614 6338 64584073 
3615 9873 95773428 
3615 6939 13864255 
3615 6708 93271413 
3615 7202 25385999 
3615 4394 50070630 
3615 6872 97891881 
3616 6596 72562940 
3616 7813 50497582 
3617 9212 61083182 
3617 5421 21417838 
3618 4787 34724950 
3618 5358 7760180 
3618 5673 85177797 
3618 3845 22607429 
3619 9519 20128214 
3620 7735 28211237 
3620 9972 99414392 
3620 6424 55084797 
3620 9858 41012424 
3621 5283 6243483 
3621 4344 44564694 
3622 5082 8160465 
3622 7696 32052357 
3622 9172 18391958 
3622 8322 84083042 
3623 3982 73916279 
3625 4622 5973894 
3625 8355 53742775 
3627 5201 52024055 
3627 6353 7828170 
3627 7027 80262062 
3627 8463 55932656 
3628 6363 50981208 
3628 7633 67811291 
3629 9248 5314476 
3630 6239 18095388 
3630 4014 75158102 
3630 5276 79595241 
3631 5894 80466209 
3631 4115 89931232 
3632 6295 68186681 
3632 8562 81652985 
3632 9107 41036989 
3632 4841 77818342 
3632 9650 25863981 
3633 9038 55806727 
3633 8835 49920911 
3633 6489 48832521 
3634 8359 41190288 
3634 8890 47503658 
3634 9154 61733848 
3634 6631 37952244 
3635 4757 90192957 
3635 5300 76957018 
3635 6652 6741635 
3635 8623 77353609 
3635 8414 60793476 
3636 4425 42561423 
3636 7681 20932335 
3636 6346 80717007 
3637 8023 17096820 
3637 6935 46598410 
3638 8754 65125812 
3638 4600 84262782 
3638 5044 27283067 
3639 5655 86732332 
3639 8192 93225772 
3641 6816 64657986 
3641 4528 62050405 
3642 5708 64729965 
3642 6475 80015342 
3643 4952 21361689 
3644 6657 6788505 
3644 4947 85849320 
3644 7605 19027281 
3644 4987 33523763 
3644 5165 18404389 
3644 8513 14308419 
3645 9958 73174874 
3645 8237 75858076 
3645 7458 49201154 
3645 7515 75029531 
3645 4732 23407286 
3646 9569 89501065 
3646 6158 55716455 
3646 8625 25807174 
3647 3707 74721393 
3647 7385 72823131 
3647 9446 44472136 
3648 7888 12339043 
3648 9210 2247276 
3648 5218 64710564 
3648 6059 99880915 
3649 3650 40391976 
3649 9391 26125128 
3649 9921 93338341 
3649 7607 66418233 
3650 8429 11582241 
3650 9170 81514499 
3650 5095 1263828 
3651 8421 58740694 
3651 9921 78509248 
3651 8645 48018857 
3651 6119 87470939 
3651 8154 31381998 
3652 3962 12319219 
3652 6666 1342199 
3653 5696 15027764 
3653 7646 95942212 
3655 4991 53466825 
3655 9795 48730455 
3655 5143 46624905 
3656 6461 76985866 
3656 9645 76657263 
3656 4167 5511258 
3657 8213 68602795 
3657 8484 72825333 
3657 4854 66966069 
3658 9145 49527744 
3658 4149 35811985 
3658 9503 78268931 
3659 4149 59046574 
3659 8102 59228820 
3659 5996 95763658 
3660 8671 24739348 
3661 4491 11146095 
3661 4271 1127273 
3661 5260 24360821 
3661 8073 79184880 
3661 7003 43139832 
3661 9121 71696932 
3662 7750 60857911 
3662 4315 3733061 
3662 6406 50391126 
3664 6365 24766589 
3664 4623 48977466 
3664 7751 20928711 
3664 6588 39284018 
3665 4843 46249 
3665 8434 33576229 
3665 4359 5710573 
3665 9871 23296015 
3666 8078 39107583 
3666 8402 83086581 
3666 5191 66508153 
3666 5486 78211600 
3667 9486 49621758 
3668 8135 72654225 
3668 8695 45084156 
3668 5066 6511110 
3669 7486 37362234 
3669 8357 14646499 
3669 5752 44708930 
3670 8652 3185352 
3670 9834 28109192 
3672 8492 99308530 
3672 4289 26606382 
3672 5728 15017727 
3672 9220 8734637 
3673 6468 66347455 
3673 7486 47474702 
3674 9125 27427631 
3675 7368 8686462 
3675 8933 26871933 
3675 7390 34993002 
3676 4389 49958872 
3677 7180 36381551 
3678 3905 34331113 
3678 9823 92695255 
3678 9194 95340403 
3678 4936 12950412 
3679 8189 1821262 
3679 6748 2699810 
3679 5503 9357785 
3679 3743 23199996 
3680 4009 62562787 
3681 9432 25128058 
3682 3993 21360912 
3682 9680 56999231 
3682 8808 34546387 
